,HINDEX_L1,Hour,CATEGORY
28380,3.0,14,unknown
28381,5.0,13,lightning
28382,6.0,7,unknown
28383,6.0,17,unknown
28384,3.0,6,unknown
28385,3.0,14,unknown
28386,4.0,19,unknown
28387,4.0,18,unknown
28388,3.0,0,unknown
28389,5.0,15,others
28390,3.0,18,unknown
28391,4.0,17,unknown
28392,4.0,17,unknown
28393,5.0,12,unknown
28394,5.0,16,unknown
28395,5.0,12,unknown
28396,5.0,16,unknown
28397,5.0,16,lightning
28398,4.0,12,unknown
28399,5.0,11,unknown
28400,5.0,4,lightning
28401,4.0,15,unknown
28402,3.0,13,unknown
28403,4.0,15,unknown
28404,4.0,8,unknown
28405,5.0,11,unknown
28406,5.0,21,unknown
28407,4.0,11,unknown
28408,5.0,22,unknown
28409,5.0,9,unknown
28410,4.0,19,unknown
28411,6.0,12,unknown
28412,4.0,11,unknown
28413,5.0,15,others
28414,6.0,12,others
28415,6.0,20,match or lighter
28416,5.0,19,others
28417,4.0,14,others
28418,5.0,12,unknown
28419,5.0,12,unknown
28420,5.0,11,others
28421,5.0,12,unknown
28422,5.0,16,unknown
28423,5.0,16,others
28424,6.0,15,"setting fires in nature and in landfills, burning grasses"
28425,6.0,16,unknown
28426,6.0,12,"setting fires in nature and in landfills, burning grasses"
28427,6.0,18,cigarette butt
28428,6.0,16,unknown
28429,6.0,16,unknown
28430,4.0,15,unknown
28431,4.0,15,unknown
28432,6.0,13,"setting fires in nature and in landfills, burning grasses"
28433,4.0,15,unknown
28434,6.0,18,unknown
28435,6.0,16,unknown
28436,6.0,15,"setting fires in nature and in landfills, burning grasses"
28437,4.0,15,unknown
28438,6.0,15,others
28439,6.0,14,others
28440,6.0,13,others
28441,2.0,11,others
28442,5.0,16,unknown
28443,3.0,19,unknown
28444,3.0,18,unknown
28445,6.0,19,others
28446,5.0,14,unknown
28447,6.0,14,others
28448,6.0,16,others
28449,6.0,14,others
28450,6.0,18,unknown
28451,6.0,18,unknown
28452,6.0,12,unknown
28453,6.0,12,unknown
28454,2.0,11,"setting fires in nature and in landfills, burning grasses"
28455,5.0,13,unknown
28456,6.0,18,"setting fires in nature and in landfills, burning grasses"
28457,6.0,20,unknown
28458,6.0,15,unknown
28459,5.0,19,unknown
28460,6.0,15,unknown
28461,4.0,11,unknown
28462,4.0,18,"setting fires in nature and in landfills, burning grasses"
28463,4.0,17,others
28464,6.0,17,unknown
28465,3.0,11,"setting fires in nature and in landfills, burning grasses"
28466,6.0,14,unknown
28467,4.0,8,cigarette butt
28468,4.0,8,"setting fires in nature and in landfills, burning grasses"
28469,3.0,10,unknown
28470,6.0,13,unknown
28471,6.0,13,lightning
28472,4.0,7,unknown
28473,3.0,11,unknown
28474,3.0,11,"setting fires in nature and in landfills, burning grasses"
28475,5.0,12,unknown
28476,5.0,12,unknown
28477,6.0,16,unknown
28478,5.0,13,unknown
28479,5.0,13,unknown
28480,6.0,16,others
28481,6.0,15,unknown
28482,3.0,20,unknown
28483,6.0,19,unknown
28484,6.0,13,unknown
28485,3.0,10,lightning
28486,6.0,20,unknown
28487,5.0,14,unknown
28488,6.0,15,unknown
28489,6.0,14,others
28490,4.0,4,unknown
28491,6.0,17,match or lighter
28492,5.0,18,others
28493,6.0,13,unknown
28494,6.0,12,unknown
28495,6.0,12,unknown
28496,6.0,12,others
28497,5.0,13,unknown
28498,3.0,18,cigarette butt
28499,6.0,13,unknown
28500,6.0,13,unknown
28501,6.0,17,unknown
28502,6.0,17,others
28503,5.0,18,unknown
28504,5.0,18,others
28505,5.0,15,others
28506,3.0,11,"setting fires in nature and in landfills, burning grasses"
28507,4.0,11,"setting fires in nature and in landfills, burning grasses"
28508,6.0,12,arson
28509,3.0,19,unknown
28510,6.0,13,unknown
28511,6.0,13,unknown
28512,6.0,13,others
28513,6.0,15,unknown
28514,6.0,15,others
28515,6.0,16,unknown
28516,6.0,16,unknown
28517,6.0,15,"setting fires in nature and in landfills, burning grasses"
28518,3.0,11,unknown
28519,3.0,9,unknown
28520,6.0,18,others
28521,5.0,0,arson
28522,6.0,16,unknown
28523,4.0,14,others
28524,6.0,14,others
28525,5.0,18,unknown
28526,3.0,11,unknown
28527,2.0,10,cigarette butt
28528,6.0,14,others
28529,6.0,17,unknown
28530,6.0,15,unknown
28531,6.0,17,unknown
28532,6.0,17,unknown
28533,6.0,17,others
28534,6.0,13,unknown
28535,6.0,13,cigarette butt
28536,6.0,16,unknown
28537,6.0,16,others
28538,6.0,14,unknown
28539,6.0,18,unknown
28540,5.0,15,unknown
28541,6.0,17,unknown
28542,6.0,16,"setting fires in nature and in landfills, burning grasses"
28543,6.0,13,unknown
28544,6.0,12,unknown
28545,6.0,12,cigarette butt
28546,5.0,17,unknown
28547,5.0,17,unknown
28548,4.0,20,unknown
28549,3.0,7,unknown
28550,4.0,9,others
28551,6.0,15,others
28552,6.0,16,others
28553,6.0,12,unknown
28554,6.0,12,unknown
28555,6.0,16,unknown
28556,6.0,16,others
28557,5.0,14,others
28558,6.0,14,others
28559,5.0,16,unknown
28560,4.0,0,match or lighter
28561,4.0,22,cigarette butt
28562,6.0,12,others
28563,6.0,12,others
28564,3.0,11,others
28565,6.0,21,"setting fires in nature and in landfills, burning grasses"
28566,6.0,15,"setting fires in nature and in landfills, burning grasses"
28567,6.0,13,unknown
28568,4.0,5,others
28569,6.0,15,unknown
28570,6.0,18,cigarette butt
28571,6.0,13,"setting fires in nature and in landfills, burning grasses"
28572,3.0,9,unknown
28573,6.0,16,unknown
28574,3.0,10,cigarette butt
28575,6.0,17,cigarette butt
28576,4.0,18,unknown
28577,6.0,14,cigarette butt
28578,6.0,15,unknown
28579,5.0,16,unknown
28580,5.0,16,others
28581,5.0,11,unknown
28582,6.0,20,unknown
28583,6.0,19,"setting fires in nature and in landfills, burning grasses"
28584,6.0,12,"setting fires in nature and in landfills, burning grasses"
28585,6.0,14,unknown
28586,2.0,10,"setting fires in nature and in landfills, burning grasses"
28587,3.0,11,cigarette butt
28588,6.0,17,"setting fires in nature and in landfills, burning grasses"
28589,6.0,15,unknown
28590,6.0,15,unknown
28591,5.0,10,unknown
28592,6.0,15,cigarette butt
28593,6.0,13,unknown
28594,4.0,11,unknown
28595,4.0,7,"setting fires in nature and in landfills, burning grasses"
28596,6.0,21,unknown
28597,3.0,10,"setting fires in nature and in landfills, burning grasses"
28598,6.0,17,unknown
28599,3.0,8,unknown
28600,6.0,19,cigarette butt
28601,6.0,12,"setting fires in nature and in landfills, burning grasses"
28602,6.0,14,unknown
28603,6.0,12,arson
28604,6.0,16,"setting fires in nature and in landfills, burning grasses"
28605,6.0,17,unknown
28606,5.0,19,unknown
28607,5.0,17,lightning
28608,5.0,13,cigarette butt
28609,2.0,11,unknown
28610,6.0,17,cigarette butt
28611,6.0,16,unknown
28612,6.0,14,unknown
28613,6.0,16,unknown
28614,6.0,20,cigarette butt
28615,6.0,19,"setting fires in nature and in landfills, burning grasses"
28616,6.0,17,cigarette butt
28617,6.0,14,cigarette butt
28618,6.0,21,unknown
28619,4.0,9,"setting fires in nature and in landfills, burning grasses"
28620,3.0,20,"setting fires in nature and in landfills, burning grasses"
28621,3.0,9,match or lighter
28622,6.0,14,cigarette butt
28623,5.0,22,cigarette butt
28624,6.0,13,unknown
28625,6.0,12,cigarette butt
28626,6.0,13,unknown
28627,5.0,12,match or lighter
28628,6.0,19,others
28629,6.0,19,unknown
28630,3.0,11,unknown
28631,6.0,18,unknown
28632,6.0,13,unknown
28633,3.0,11,cigarette butt
28634,6.0,18,unknown
28635,3.0,10,unknown
28636,6.0,20,unknown
28637,6.0,16,unknown
28638,6.0,15,"setting fires in nature and in landfills, burning grasses"
28639,5.0,17,others
28640,6.0,13,"setting fires in nature and in landfills, burning grasses"
28641,6.0,17,cigarette butt
28642,5.0,10,unknown
28643,6.0,17,unknown
28644,6.0,21,"setting fires in nature and in landfills, burning grasses"
28645,4.0,22,cigarette butt
28646,5.0,21,unknown
28647,3.0,19,unknown
28648,5.0,14,unknown
28649,5.0,15,unknown
28650,5.0,13,unknown
28651,5.0,5,unknown
28652,6.0,12,cigarette butt
28653,6.0,15,others
28654,6.0,15,unknown
28655,2.0,8,"setting fires in nature and in landfills, burning grasses"
28656,6.0,21,others
28657,6.0,13,"setting fires in nature and in landfills, burning grasses"
28658,4.0,22,cigarette butt
28659,6.0,14,unknown
28660,6.0,17,unknown
28661,6.0,14,cigarette butt
28662,5.0,19,"setting fires in nature and in landfills, burning grasses"
28663,6.0,15,unknown
28664,6.0,14,"setting fires in nature and in landfills, burning grasses"
28665,3.0,11,cigarette butt
28666,3.0,20,cigarette butt
28667,6.0,15,unknown
28668,6.0,13,unknown
28669,6.0,22,unknown
28670,6.0,15,unknown
28671,6.0,14,others
28672,5.0,17,others
28673,3.0,20,match or lighter
28674,6.0,16,cigarette butt
28675,4.0,11,cigarette butt
28676,6.0,19,unknown
28677,6.0,16,match or lighter
28678,6.0,12,unknown
28679,6.0,15,unknown
28680,6.0,17,unknown
28681,6.0,19,unknown
28682,4.0,16,match or lighter
28683,6.0,19,cigarette butt
28684,6.0,20,unknown
28685,6.0,19,cigarette butt
28686,6.0,15,unknown
28687,6.0,19,unknown
28688,6.0,15,others
28689,6.0,13,unknown
28690,3.0,11,unknown
28691,4.0,6,cigarette butt
28692,5.0,13,cigarette butt
28693,5.0,14,cigarette butt
28694,2.0,10,unknown
28695,6.0,12,unknown
28696,6.0,16,unknown
28697,4.0,8,unknown
28698,6.0,15,others
28699,6.0,12,others
28700,3.0,11,"setting fires in nature and in landfills, burning grasses"
28701,5.0,14,unknown
28702,5.0,15,unknown
28703,5.0,15,unknown
28704,6.0,18,unknown
28705,4.0,11,arson
28706,3.0,11,unknown
28707,6.0,15,cigarette butt
28708,6.0,20,unknown
28709,6.0,20,unknown
28710,6.0,19,others
28711,4.0,14,unknown
28712,3.0,7,unknown
28713,6.0,15,unknown
28714,4.0,2,unknown
28715,6.0,21,others
28716,6.0,16,unknown
28717,4.0,5,unknown
28718,6.0,18,unknown
28719,6.0,13,cigarette butt
28720,6.0,16,unknown
28721,6.0,19,unknown
28722,5.0,21,unknown
28723,6.0,13,unknown
28724,5.0,20,arson
28725,3.0,11,unknown
28726,5.0,19,others
28727,5.0,16,unknown
28728,6.0,12,unknown
28729,4.0,4,unknown
28730,5.0,12,cigarette butt
28731,4.0,18,unknown
28732,4.0,8,"setting fires in nature and in landfills, burning grasses"
28733,6.0,15,cigarette butt
28734,3.0,21,unknown
28735,4.0,0,cigarette butt
28736,3.0,9,unknown
28737,6.0,17,unknown
28738,6.0,20,unknown
28739,6.0,15,unknown
28740,6.0,19,unknown
28741,6.0,12,cigarette butt
28742,6.0,15,others
28743,6.0,13,others
28744,6.0,14,unknown
28745,6.0,12,cigarette butt
28746,5.0,12,unknown
28747,6.0,18,unknown
28748,6.0,17,unknown
28749,6.0,15,arson
28750,5.0,16,unknown
28751,6.0,12,unknown
28752,4.0,11,match or lighter
28753,4.0,10,match or lighter
28754,4.0,9,unknown
28755,5.0,10,unknown
28756,4.0,9,unknown
28757,6.0,13,unknown
28758,6.0,12,unknown
28759,6.0,15,unknown
28760,5.0,12,others
28761,6.0,15,cigarette butt
28762,6.0,18,unknown
28763,6.0,12,match or lighter
28764,3.0,8,others
28765,6.0,16,unknown
28766,6.0,16,unknown
28767,4.0,4,match or lighter
28768,4.0,10,unknown
28769,6.0,13,unknown
28770,5.0,5,unknown
28771,6.0,16,cigarette butt
28772,6.0,14,unknown
28773,6.0,17,unknown
28774,5.0,21,unknown
28775,6.0,12,cigarette butt
28776,3.0,0,unknown
28777,4.0,11,unknown
28778,6.0,16,match or lighter
28779,4.0,11,unknown
28780,5.0,13,others
28781,6.0,22,cigarette butt
28782,6.0,14,cigarette butt
28783,6.0,16,cigarette butt
28784,6.0,16,unknown
28785,5.0,1,unknown
28786,6.0,18,unknown
28787,6.0,18,cigarette butt
28788,6.0,21,unknown
28789,6.0,17,unknown
28790,6.0,14,unknown
28791,4.0,1,unknown
28792,6.0,12,unknown
28793,4.0,23,unknown
28794,6.0,14,match or lighter
28795,5.0,10,unknown
28796,6.0,17,unknown
28797,6.0,17,unknown
28798,4.0,11,unknown
28799,4.0,8,unknown
28800,4.0,8,others
28801,6.0,15,unknown
28802,6.0,21,match or lighter
28803,5.0,22,match or lighter
28804,5.0,16,unknown
28805,6.0,16,others
28806,5.0,12,unknown
28807,2.0,10,"setting fires in nature and in landfills, burning grasses"
28808,6.0,12,unknown
28809,5.0,17,unknown
28810,6.0,16,"setting fires in nature and in landfills, burning grasses"
28811,5.0,16,unknown
28812,5.0,10,arson
28813,5.0,11,unknown
28814,4.0,6,"setting fires in nature and in landfills, burning grasses"
28815,3.0,8,unknown
28816,3.0,19,unknown
28817,6.0,20,"setting fires in nature and in landfills, burning grasses"
28818,6.0,17,"setting fires in nature and in landfills, burning grasses"
28819,4.0,8,unknown
28820,6.0,17,unknown
28821,5.0,20,lightning
28822,4.0,8,unknown
28823,6.0,15,unknown
28824,6.0,19,unknown
28825,2.0,5,arson
28826,6.0,17,unknown
28827,5.0,8,unknown
28828,3.0,1,unknown
28829,4.0,9,unknown
28830,6.0,19,unknown
28831,6.0,19,arson
28832,6.0,20,unknown
28833,6.0,13,"setting fires in nature and in landfills, burning grasses"
28834,6.0,17,unknown
28835,3.0,8,"setting fires in nature and in landfills, burning grasses"
28836,5.0,13,unknown
28837,3.0,11,unknown
28838,3.0,5,unknown
28839,4.0,18,unknown
28840,5.0,14,others
28841,5.0,18,cigarette butt
28842,4.0,10,"setting fires in nature and in landfills, burning grasses"
28843,6.0,12,"setting fires in nature and in landfills, burning grasses"
28844,5.0,16,unknown
28845,6.0,15,arson
28846,3.0,10,unknown
28847,3.0,6,"setting fires in nature and in landfills, burning grasses"
28848,5.0,17,"setting fires in nature and in landfills, burning grasses"
28849,5.0,22,arson
28850,4.0,21,unknown
28851,6.0,14,unknown
28852,5.0,22,unknown
28853,6.0,19,"setting fires in nature and in landfills, burning grasses"
28854,5.0,22,unknown
28855,3.0,18,"setting fires in nature and in landfills, burning grasses"
28856,5.0,15,unknown
28857,3.0,5,arson
28858,5.0,17,cigarette butt
28859,4.0,3,unknown
28860,4.0,3,unknown
28861,6.0,12,unknown
28862,6.0,9,"setting fires in nature and in landfills, burning grasses"
28863,6.0,20,cigarette butt
28864,3.0,6,"setting fires in nature and in landfills, burning grasses"
28865,6.0,18,"setting fires in nature and in landfills, burning grasses"
28866,6.0,14,"setting fires in nature and in landfills, burning grasses"
28867,4.0,21,cigarette butt
28868,6.0,14,unknown
28869,6.0,19,"setting fires in nature and in landfills, burning grasses"
28870,6.0,15,cigarette butt
28871,6.0,5,"setting fires in nature and in landfills, burning grasses"
28872,4.0,16,cigarette butt
28873,4.0,13,cigarette butt
28874,6.0,12,others
28875,6.0,21,unknown
28876,6.0,16,unknown
28877,6.0,15,unknown
28878,6.0,16,unknown
28879,5.0,5,"setting fires in nature and in landfills, burning grasses"
28880,5.0,11,cigarette butt
28881,6.0,21,arson
28882,6.0,21,cigarette butt
28883,6.0,17,unknown
28884,4.0,16,unknown
28885,5.0,15,unknown
28886,2.0,9,arson
28887,3.0,20,cigarette butt
28888,3.0,14,arson
28889,4.0,7,unknown
28890,6.0,18,unknown
28891,5.0,17,unknown
28892,5.0,17,unknown
28893,6.0,9,unknown
28894,5.0,18,arson
28895,6.0,12,unknown
28896,4.0,19,unknown
28897,5.0,4,unknown
28898,6.0,13,cigarette butt
28899,6.0,13,unknown
28900,6.0,16,match or lighter
28901,6.0,18,unknown
28902,6.0,12,unknown
28903,5.0,3,cigarette butt
28904,6.0,21,unknown
28905,3.0,2,unknown
28906,4.0,21,match or lighter
28907,4.0,19,unknown
28908,6.0,14,unknown
28909,3.0,6,unknown
28910,6.0,14,unknown
28911,5.0,15,unknown
28912,6.0,14,unknown
28913,6.0,16,unknown
28914,6.0,15,unknown
28915,6.0,13,unknown
28916,5.0,21,cigarette butt
28917,6.0,13,unknown
28918,6.0,13,cigarette butt
28919,6.0,21,match or lighter
28920,5.0,17,cigarette butt
28921,5.0,19,unknown
28922,5.0,17,unknown
28923,6.0,12,match or lighter
28924,6.0,15,unknown
28925,3.0,10,unknown
28926,6.0,18,cigarette butt
28927,5.0,17,others
28928,4.0,0,unknown
28929,6.0,19,unknown
28930,6.0,17,unknown
28931,6.0,18,unknown
28932,6.0,19,match or lighter
28933,6.0,14,others
28934,6.0,12,others
28935,4.0,11,unknown
28936,5.0,14,unknown
28937,6.0,16,unknown
28938,6.0,16,unknown
28939,3.0,23,match or lighter
28940,6.0,14,cigarette butt
28941,6.0,17,others
28942,6.0,21,unknown
28943,6.0,20,unknown
28944,6.0,12,unknown
28945,6.0,15,unknown
28946,6.0,12,unknown
28947,5.0,2,cigarette butt
28948,6.0,13,cigarette butt
28949,6.0,19,match or lighter
28950,6.0,18,others
28951,6.0,15,unknown
28952,6.0,16,unknown
28953,6.0,14,unknown
28954,6.0,14,cigarette butt
28955,3.0,11,cigarette butt
28956,5.0,23,match or lighter
28957,5.0,2,match or lighter
28958,4.0,10,unknown
28959,6.0,16,unknown
28960,5.0,13,cigarette butt
28961,5.0,23,arson
28962,6.0,14,unknown
28963,6.0,4,unknown
28964,6.0,12,unknown
28965,6.0,19,unknown
28966,3.0,19,arson
28967,5.0,14,others
28968,3.0,21,unknown
28969,6.0,13,unknown
28970,6.0,13,unknown
28971,6.0,16,unknown
28972,6.0,14,unknown
28973,5.0,13,unknown
28974,3.0,6,cigarette butt
28975,5.0,17,unknown
28976,5.0,16,unknown
28977,5.0,19,unknown
28978,5.0,17,cigarette butt
28979,6.0,16,arson
28980,6.0,17,unknown
28981,5.0,15,others
28982,5.0,15,unknown
28983,5.0,11,unknown
28984,5.0,12,unknown
28985,3.0,10,others
28986,6.0,14,unknown
28987,6.0,14,unknown
28988,5.0,20,"setting fires in nature and in landfills, burning grasses"
28989,6.0,14,unknown
28990,6.0,13,unknown
28991,6.0,18,unknown
28992,3.0,12,unknown
28993,5.0,14,unknown
28994,5.0,21,unknown
28995,4.0,18,unknown
28996,6.0,16,others
28997,6.0,16,unknown
28998,5.0,17,unknown
28999,6.0,13,cigarette butt
29000,5.0,21,unknown
29001,3.0,22,unknown
29002,4.0,10,unknown
29003,4.0,2,arson
29004,6.0,15,cigarette butt
29005,5.0,9,unknown
29006,5.0,10,unknown
29007,6.0,21,"setting fires in nature and in landfills, burning grasses"
29008,6.0,16,unknown
29009,4.0,11,unknown
29010,6.0,20,unknown
29011,6.0,16,unknown
29012,6.0,16,unknown
29013,6.0,16,unknown
29014,6.0,12,unknown
29015,5.0,16,unknown
29016,6.0,12,unknown
29017,6.0,15,unknown
29018,4.0,11,others
29019,5.0,13,unknown
29020,6.0,16,others
29021,4.0,11,unknown
29022,6.0,19,unknown
29023,5.0,12,unknown
29024,5.0,16,match or lighter
29025,6.0,18,match or lighter
29026,6.0,15,unknown
29027,4.0,10,unknown
29028,4.0,10,others
29029,6.0,14,unknown
29030,6.0,15,unknown
29031,6.0,15,cigarette butt
29032,6.0,18,unknown
29033,6.0,18,unknown
29034,3.0,18,unknown
29035,6.0,13,unknown
29036,4.0,11,unknown
29037,6.0,15,unknown
29038,6.0,12,unknown
29039,6.0,12,cigarette butt
29040,4.0,9,unknown
29041,6.0,15,unknown
29042,6.0,16,unknown
29043,6.0,16,unknown
29044,6.0,16,others
29045,5.0,10,unknown
29046,5.0,10,unknown
29047,3.0,22,unknown
29048,6.0,18,unknown
29049,6.0,18,unknown
29050,6.0,13,unknown
29051,5.0,16,unknown
29052,6.0,13,unknown
29053,5.0,16,others
29054,6.0,13,others
29055,6.0,15,unknown
29056,6.0,17,unknown
29057,6.0,2,unknown
29058,6.0,18,unknown
29059,6.0,18,unknown
29060,6.0,15,cigarette butt
29061,6.0,16,unknown
29062,5.0,7,others
29063,6.0,19,others
29064,6.0,21,others
29065,3.0,9,others
29066,6.0,12,"setting fires in nature and in landfills, burning grasses"
29067,6.0,12,cigarette butt
29068,5.0,20,unknown
29069,6.0,21,"setting fires in nature and in landfills, burning grasses"
29070,6.0,14,cigarette butt
29071,5.0,6,cigarette butt
29072,6.0,20,unknown
29073,6.0,17,unknown
29074,6.0,16,unknown
29075,6.0,18,others
29076,3.0,9,others
29077,6.0,19,others
29078,4.0,18,others
29079,6.0,15,unknown
29080,5.0,11,unknown
29081,6.0,19,others
29082,5.0,11,unknown
29083,6.0,15,unknown
29084,6.0,19,others
29085,6.0,12,others
29086,6.0,15,unknown
29087,5.0,15,unknown
29088,6.0,20,unknown
29089,5.0,12,unknown
29090,5.0,16,unknown
29091,3.0,9,others
29092,5.0,19,unknown
29093,5.0,13,others
29094,6.0,22,unknown
29095,6.0,16,others
29096,6.0,15,unknown
29097,6.0,16,unknown
29098,6.0,15,unknown
29099,6.0,18,unknown
29100,4.0,11,unknown
29101,5.0,13,unknown
29102,6.0,13,unknown
29103,6.0,13,others
29104,6.0,12,unknown
29105,6.0,15,unknown
29106,4.0,22,others
29107,6.0,14,others
29108,2.0,18,unknown
29109,5.0,17,unknown
29110,5.0,7,others
29111,4.0,19,others
29112,4.0,8,others
29113,6.0,17,unknown
29114,4.0,15,unknown
29115,3.0,19,unknown
29116,5.0,11,others
29117,6.0,14,others
29118,6.0,13,unknown
29119,6.0,19,unknown
29120,3.0,9,unknown
29121,5.0,18,unknown
29122,6.0,14,unknown
29123,6.0,13,unknown
29124,6.0,12,others
29125,5.0,11,others
29126,6.0,13,unknown
29127,6.0,15,others
29128,6.0,15,unknown
29129,6.0,13,cigarette butt
29130,4.0,10,match or lighter
29131,5.0,13,cigarette butt
29132,6.0,14,others
29133,5.0,16,others
29134,6.0,17,others
29135,6.0,20,cigarette butt
29136,6.0,15,others
29137,6.0,16,cigarette butt
29138,6.0,13,cigarette butt
29139,5.0,19,cigarette butt
29140,5.0,15,unknown
29141,6.0,16,cigarette butt
29142,6.0,13,match or lighter
29143,5.0,21,unknown
